text,category,location_label,location_mention,source,severity,sentiment
Alert: Lehripura Gate is completely submerged. It is very annoying.,flooding,Mandvi,Lehripura Gate,WhatsApp,High,Negative
Help needed: Thunderstorm expected in Bright School Vasna. It's been a week.,weather,Vasna Road,Bright School Vasna,WhatsApp,Low,Neutral
Alert: No water supply in Sama Pond since morning. Please resolve asap.,water,Sama,Sama Pond,Social Media,High,Negative
Alert: Need a traffic policeman at Motnath Mahadev junction. It's been a week.,traffic,Harni,Motnath Mahadev,Social Media,Medium,Negative
Report: Illegal encroachment on footpath in Motnath Mahadev. It's been a week.,other,Harni,Motnath Mahadev,Social Media,Medium,Negative
Action required: Samta is completely dark at night. Very dangerous situation.,electricity,Subhanpura,Samta,Social Media,High,Negative
Help needed: Unseasonal rain in Central Library.,weather,Mandvi,Central Library,Social Media,Low,Neutral
Please check: Stray cattle blocking traffic at Samta. VMC please help.,other,Subhanpura,Samta,WhatsApp,Medium,Negative
Help needed: No water supply in Rajmahal Road since morning.,water,Nyay Mandir,Rajmahal Road,Social Media,High,Negative
Pile of trash blocking the footpath in Gorwa.,garbage,Gorwa,Gorwa,Official App,Medium,Negative
It's extremely hot in Harni Warasia Ring Road today.,weather,Harni,Harni Warasia Ring Road,Official App,Low,Neutral
Report: Need a traffic policeman at Vrindavan Char Rasta junction. VMC please help.,traffic,Waghodia Road,Vrindavan Char Rasta,Social Media,Medium,Negative
Cars parked illegally on Circuit House road causing jam.,traffic,Alkapuri,Circuit House,News Headline,Medium,Negative
Urgent: Cars parked illegally on Sardar Estate road causing jam. Please resolve asap.,traffic,Ajwa Road,Sardar Estate,Social Media,High,Negative
Report: Very unhygienic conditions in Kadak Bazar vegetable market. It is very annoying.,garbage,Sayajigunj,Kadak Bazar,WhatsApp,Medium,Negative
Please check: Tree fallen on road in Concorde Building. Very dangerous situation.,other,Alkapuri,Concorde Building,WhatsApp,High,Negative
Please check: Water logging issue at Cow Circle. Very dangerous situation.,flooding,Akota,Cow Circle,WhatsApp,High,Negative
Urgent: Heavy rain predicted for GIDC Manjalpur this evening. It's been a week.,weather,Manjalpur,GIDC Manjalpur,WhatsApp,Low,Neutral
Wrong side driving is rampant in Industrial Area.,traffic,Nandesari,Industrial Area,Official App,Medium,Negative
Mandvi Gate is completely submerged.,flooding,Mandvi,Mandvi Gate,Official App,High,Negative
Yellow water coming from tap in Alkapuri Club. Authorities please take note.,water,Alkapuri,Alkapuri Club,Social Media,Medium,Negative
Bike slipped due to oil spill near Fatehgunj. Calling municipal corporation.,accident,Fatehgunj,Fatehgunj,Social Media,High,Negative
"Alert: Heatwave alert for Fatehgunj Circle, stay indoors. It is very annoying.",weather,Fatehgunj,Fatehgunj Circle,Social Media,Medium,Negative
Alert: Heavy rain caused flooding near Leprosy Ground.,flooding,Ajwa Road,Leprosy Ground,Social Media,High,Negative
Accident prone zone near Motnath Mahadev school needs speed breaker. Very dangerous situation.,accident,Harni,Motnath Mahadev,Social Media,High,Negative
"Heatwave alert for Abhilasha Char Rasta, stay indoors.",weather,Sama,Abhilasha Char Rasta,News Headline,Medium,Negative
Traffic signal not working at Gorwa crossroads. Authorities please take note.,traffic,Gorwa,Gorwa,WhatsApp,Medium,Negative
Urgent: Central Library is completely submerged. Authorities please take note.,flooding,Mandvi,Central Library,WhatsApp,High,Negative
"Action required: Knee deep water in Fatehgunj, please help. Calling municipal corporation.",flooding,Fatehgunj,Fatehgunj,WhatsApp,High,Negative
Report: Water is not draining in Bright School Vasna.,flooding,Vasna Road,Bright School Vasna,WhatsApp,High,Negative
Action required: Very unhygienic conditions in Manjalpur vegetable market. Calling municipal corporation.,garbage,Manjalpur,Manjalpur,Social Media,Medium,Negative
Complaint: Heavy rain caused flooding near Akota.,flooding,Akota,Akota,Social Media,High,Negative
Help needed: Bahut traffic hai D-Mart Waghodia par. Calling municipal corporation.,traffic,Waghodia Road,D-Mart Waghodia,WhatsApp,Medium,Negative
Drainage overflow causing water to unexpected levels in Vasna Road. #Vadodara #VMC,flooding,Vasna Road,Vasna Road,WhatsApp,High,Negative
Kachra pada hai Susen Circle road pe.,garbage,Tarsali,Susen Circle,News Headline,Medium,Negative
Susen Circle bridge is blocked due to heavy traffic.,traffic,Tarsali,Susen Circle,Official App,Medium,Negative
Alert: Bahut traffic hai D-Mart Waghodia par.,traffic,Waghodia Road,D-Mart Waghodia,Social Media,Medium,Negative
Complaint: Very unhygienic conditions in Air Force Station vegetable market. Calling municipal corporation.,garbage,Makarpura,Air Force Station,Social Media,Medium,Negative
Complaint: Pedestrian hit by a speeding car in Mujmahuda. Please resolve asap.,accident,Akota,Mujmahuda,Social Media,High,Negative
Urgent: Pedestrian hit by a speeding car in Tandalja Road. VMC please help.,accident,Vasna Road,Tandalja Road,Social Media,High,Negative
Pedestrian hit by a speeding car in Tandalja Road.,accident,Vasna Road,Tandalja Road,Official App,High,Negative
Complaint: Garden maintenance needed in Iskcon Temple. #Vadodara #VMC,other,Gotri,Iskcon Temple,Social Media,Low,Negative
"Please check: Knee deep water in Rajmahal Road, please help. #Vadodara #VMC",flooding,Nyay Mandir,Rajmahal Road,Social Media,High,Negative
Very unhygienic conditions in Susen Circle vegetable market.,garbage,Tarsali,Susen Circle,Official App,Medium,Negative
Complaint: Bohat garmi hai Makarpura GIDC me aaj. Calling municipal corporation.,weather,Makarpura,Makarpura GIDC,Social Media,Low,Neutral
Bohat garmi hai Subhanpura me aaj. Please resolve asap.,weather,Subhanpura,Subhanpura,WhatsApp,Low,Neutral
Report: Garbage not collected in Circuit House for 3 days. It is very annoying.,garbage,Alkapuri,Circuit House,Social Media,Medium,Negative
Alert: Need a traffic policeman at Akota junction. It is very annoying.,traffic,Akota,Akota,Social Media,Medium,Negative
Garbage not collected in Cow Circle for 3 days.,garbage,Akota,Cow Circle,News Headline,Medium,Negative
Illegal encroachment on footpath in Ajwa Road.,other,Ajwa Road,Ajwa Road,News Headline,Medium,Negative
Complaint: Accident prone zone near Parshuram Bhattha school needs speed breaker. It's been a week.,accident,Sayajigunj,Parshuram Bhattha,Social Media,High,Negative
Complaint: No electricity in ITI Gorwa for 4 hours. Very dangerous situation.,electricity,Gorwa,ITI Gorwa,Social Media,High,Negative
Help needed: Very unhygienic conditions in Chemical Zone vegetable market. It's been a week.,garbage,Nandesari,Chemical Zone,WhatsApp,Medium,Negative
Blinkering street lights at Kadak Bazar crossroad.,electricity,Sayajigunj,Kadak Bazar,News Headline,Medium,Negative
"Car collision at Samta, ambulance needed.",accident,Subhanpura,Samta,Official App,High,Negative
Bike slipped due to oil spill near Kala Ghoda.,accident,Kala Ghoda,Kala Ghoda,News Headline,High,Negative
Complaint: Heavy traffic congestion in Kothi Kacheri during peak hours. VMC please help.,traffic,Raopura,Kothi Kacheri,WhatsApp,Medium,Negative
Please check: Water is not draining in Manjalpur. VMC please help.,flooding,Manjalpur,Manjalpur,Social Media,High,Negative
Bike slipped due to oil spill near Sursagar Lake.,accident,Nyay Mandir,Sursagar Lake,News Headline,High,Negative
Alert: Rajmahal Road is completely submerged. It's been a week.,flooding,Nyay Mandir,Rajmahal Road,Social Media,High,Negative
Urgent: Stray animal menace in Sursagar Lake. Authorities please take note.,other,Nyay Mandir,Sursagar Lake,Social Media,High,Negative
Water pipeline leakage near Gorwa BIDC.,water,Gorwa,Gorwa BIDC,Official App,Medium,Negative
Muktanand Three Roads is completely dark at night.,electricity,Karelibaug,Muktanand Three Roads,News Headline,High,Negative
Urgent: Very unhygienic conditions in Kala Ghoda vegetable market. It's been a week.,garbage,Kala Ghoda,Kala Ghoda,Social Media,High,Negative
Action required: Terrible accident on Susen Circle main road.,accident,Tarsali,Susen Circle,WhatsApp,High,Negative
Alert: Low pressure water in Kala Ghoda.,water,Kala Ghoda,Kala Ghoda,WhatsApp,Medium,Negative
Sweepers not coming to Vasna Bhayli Road regularly.,garbage,Vasna Road,Vasna Bhayli Road,Official App,Low,Negative
Complaint: No electricity in Kadak Bazar for 4 hours. It is very annoying.,electricity,Sayajigunj,Kadak Bazar,WhatsApp,Medium,Negative
Blinkering street lights at Tarsali Bypass crossroad.,electricity,Tarsali,Tarsali Bypass,Official App,Medium,Negative
Report: Loudspeaker noise disturbing residents in Muktanand Three Roads. Please resolve asap.,other,Karelibaug,Muktanand Three Roads,Social Media,Low,Negative
Action required: Terrible accident on Samta main road. Authorities please take note.,accident,Subhanpura,Samta,Social Media,High,Negative
Report: Barish ka paani Subhanpura Wadi me bhar gaya hai.,flooding,Subhanpura,Subhanpura Wadi,Social Media,High,Negative
Report: Ganda paani aa raha hai Madhuban Circle me. Authorities please take note.,water,Gorwa,Madhuban Circle,Social Media,Medium,Negative
Complaint: Wrong side driving is rampant in Sardar Estate. VMC please help.,traffic,Ajwa Road,Sardar Estate,Social Media,Medium,Negative
Dead animal near Harni Warasia Ring Road needs removal.,garbage,Harni,Harni Warasia Ring Road,Official App,High,Negative
Please check: Barish ka paani GIDC Manjalpur me bhar gaya hai. Authorities please take note.,flooding,Manjalpur,GIDC Manjalpur,WhatsApp,High,Negative
Susen Tarsali Ring Road bridge is blocked due to heavy traffic. Authorities please take note.,traffic,Makarpura,Susen Tarsali Ring Road,Social Media,Medium,Negative
No water supply in Manjalpur Naka since morning.,water,Manjalpur,Manjalpur Naka,Official App,High,Negative
Urgent: Dead animal near Harni Warasia Ring Road needs removal. Authorities please take note.,garbage,Harni,Harni Warasia Ring Road,Social Media,High,Negative
"Andhera hai Tarsali Bypass me, lights fix karo.",electricity,Tarsali,Tarsali Bypass,News Headline,Medium,Negative
Dustbins are overflowing at Manjalpur.,garbage,Manjalpur,Manjalpur,Official App,High,Negative
Please check: Pile of trash blocking the footpath in Gotri. Calling municipal corporation.,garbage,Gotri,Gotri,WhatsApp,Medium,Negative
Illegal encroachment on footpath in Harni Warasia Ring Road.,other,Harni,Harni Warasia Ring Road,News Headline,Medium,Negative
"Complaint: Car collision at Sama, ambulance needed. #Vadodara #VMC",accident,Sama,Sama,Social Media,High,Negative
Report: Water pipeline leakage near Susen Circle. Please resolve asap.,water,Tarsali,Susen Circle,Social Media,Medium,Negative
Please check: Unseasonal rain in Saffron Tower.,weather,Fatehgunj,Saffron Tower,WhatsApp,Low,Neutral
Complaint: Bike slipped due to oil spill near Fatehgunj Circle. Very dangerous situation.,accident,Fatehgunj,Fatehgunj Circle,Social Media,High,Negative
"Urgent: Knee deep water in Ajwa Road, please help. VMC please help.",flooding,Ajwa Road,Ajwa Road,WhatsApp,High,Negative
Action required: Accident prone zone near Vasna Road school needs speed breaker. Authorities please take note.,accident,Vasna Road,Vasna Road,Social Media,High,Negative
Low pressure water in Kala Ghoda.,water,Kala Ghoda,Kala Ghoda,Official App,Medium,Negative
Heavy rain predicted for Kala Ghoda this evening.,weather,Kala Ghoda,Kala Ghoda,News Headline,Low,Neutral
Report: Nandesari is completely dark at night. Authorities please take note.,electricity,Nandesari,Nandesari,WhatsApp,High,Negative
Cleaning not done in Harni Airport society.,garbage,Harni,Harni Airport,Official App,Medium,Negative
Accident prone zone near Concorde Building school needs speed breaker.,accident,Alkapuri,Concorde Building,Official App,High,Negative
Sweepers not coming to ONGC Main Gate regularly. Authorities please take note.,garbage,Tarsali,ONGC Main Gate,WhatsApp,Low,Negative
Too many stray dogs in Tarsali attacking people.,other,Tarsali,Tarsali,Official App,Medium,Negative
Sweepers not coming to Champaner Gate regularly.,garbage,Mandvi,Champaner Gate,WhatsApp,Low,Negative
Alert: Sama Pond is completely dark at night. Authorities please take note.,electricity,Sama,Sama Pond,Social Media,High,Negative
"Complaint: Andhera hai Raopura me, lights fix karo. VMC please help.",electricity,Raopura,Raopura,Social Media,Medium,Negative
Alert: No electricity in GMERS for 4 hours. It is very annoying.,electricity,Gotri,GMERS,Social Media,Medium,Negative
Bus hit a divider in Circuit House.,accident,Alkapuri,Circuit House,Official App,High,Negative
Urgent: Terrible accident on Jubilee Baug main road.,accident,Raopura,Jubilee Baug,WhatsApp,High,Negative
"Alert: Car collision at Dandia Bazar, ambulance needed. #Vadodara #VMC",accident,Raopura,Dandia Bazar,Social Media,High,Negative
Tree fallen on road in Iskcon Temple.,other,Gotri,Iskcon Temple,News Headline,Medium,Negative
Alert: Heavy traffic congestion in Tarsali during peak hours. VMC please help.,traffic,Tarsali,Tarsali,Social Media,Medium,Negative
Urgent: Bike slipped due to oil spill near Alkapuri Club. Very dangerous situation.,accident,Alkapuri,Alkapuri Club,Social Media,High,Negative
Urgent: Stray cattle blocking traffic at Waghodia Road. #Vadodara #VMC,other,Waghodia Road,Waghodia Road,Social Media,High,Negative
Loudspeaker noise disturbing residents in D-Mart Waghodia.,other,Waghodia Road,D-Mart Waghodia,Official App,Low,Negative
Help needed: Thunderstorm expected in Railway Station. VMC please help.,weather,Sayajigunj,Railway Station,Social Media,Low,Neutral
Please check: Loudspeaker noise disturbing residents in Gotri. VMC please help.,other,Gotri,Gotri,Social Media,Low,Negative
Yellow water coming from tap in Fatehgunj.,water,Fatehgunj,Fatehgunj,News Headline,Medium,Negative
Action required: Kachra pada hai Abhilasha Char Rasta road pe. VMC please help.,garbage,Sama,Abhilasha Char Rasta,Social Media,Medium,Negative
Bus hit a divider in Mandvi Gate.,accident,Mandvi,Mandvi Gate,News Headline,High,Negative
Please check: Accident prone zone near Kala Ghoda Circle school needs speed breaker.,accident,Kala Ghoda,Kala Ghoda Circle,WhatsApp,High,Negative
Please check: Garbage not collected in Madhuban Circle for 3 days. Calling municipal corporation.,garbage,Gorwa,Madhuban Circle,WhatsApp,Medium,Negative
Accident ho gaya hai GIDC Manjalpur me.,accident,Manjalpur,GIDC Manjalpur,Official App,High,Negative
Help needed: Cows sitting in the middle of Tandalja Road road. #Vadodara #VMC,other,Vasna Road,Tandalja Road,Social Media,Medium,Negative
Report: Accident ho gaya hai Lehripura Gate me. Please resolve asap.,accident,Mandvi,Lehripura Gate,WhatsApp,High,Negative
"Action required: Knee deep water in Jubilee Baug, please help. It's been a week.",flooding,Raopura,Jubilee Baug,Social Media,High,Negative
Report: Illegal encroachment on footpath in Kala Ghoda Circle. VMC please help.,other,Kala Ghoda,Kala Ghoda Circle,Social Media,Medium,Negative
Action required: Cars parked illegally on Raopura road causing jam. Calling municipal corporation.,traffic,Raopura,Raopura,WhatsApp,Medium,Negative
Urgent: Strong winds blowing in Waghodia Road. Very dangerous situation.,weather,Waghodia Road,Waghodia Road,WhatsApp,Low,Neutral
Complaint: Barish ka paani Bright School Vasna me bhar gaya hai. Please resolve asap.,flooding,Vasna Road,Bright School Vasna,Social Media,High,Negative
