text,category,location,source,urgency,sentiment
Urgent: Dust pollution is unbearable in Nyay Mandir.,Pollution,Nyay Mandir,WhatsApp,High,Negative
Unfinished road work in Karelibaug causing dust.,Roads,Karelibaug,Social Media,Medium,Negative
Please check: Nyay Mandir me bahut chemical ki badboo aa rahi hai.,Pollution,Nyay Mandir,Social Media,High,Negative
Report: Low pressure water in Ajwa Road. Authorities please take note.,Water Supply,Ajwa Road,WhatsApp,High,Negative
Kachra pada hai Makarpura main road pe.,Sanitation,Makarpura,Official App,Medium,Negative
Please check: Dustbins are overflowing at Gorwa. #Vadodara #VMC,Sanitation,Gorwa,Social Media,Medium,Negative
Action required: No water supply in Waghodia Road since morning. Authorities please take note.,Water Supply,Waghodia Road,WhatsApp,High,Negative
No water supply in Harni since morning.,Water Supply,Harni,News Headline,High,Negative
Action required: Stray cattle blocking traffic at Akota. It is very annoying.,Stray Animals,Akota,Social Media,Medium,Negative
Alert: Ganda paani aa raha hai Vasna Road me. Calling municipal corporation.,Water Supply,Vasna Road,WhatsApp,High,Negative
Action required: Kachra pada hai Nyay Mandir main road pe. #Vadodara #VMC,Sanitation,Nyay Mandir,Social Media,Medium,Negative
Urgent: Huge potholes in Karelibaug main road. It is very annoying.,Roads,Karelibaug,WhatsApp,High,Negative
Action required: Air quality is very bad in Ajwa Road. Calling municipal corporation.,Pollution,Ajwa Road,Social Media,High,Negative
Complaint: Cleaning not done in Raopura society. Authorities please take note.,Sanitation,Raopura,Social Media,Medium,Negative
Unfinished road work in Gorwa causing dust.,Roads,Gorwa,News Headline,Medium,Negative
Urgent: Terrible chemical smell in Tarsali at night. #Vadodara #VMC,Pollution,Tarsali,WhatsApp,High,Negative
Complaint: Too many stray dogs in Sama attacking people. It is very annoying.,Stray Animals,Sama,WhatsApp,Medium,Negative
Urgent: Kachra pada hai Nyay Mandir main road pe.,Sanitation,Nyay Mandir,WhatsApp,High,Negative
Alert: Cleaning not done in Sama society. It's been a week.,Sanitation,Sama,WhatsApp,Medium,Negative
Report: Terrible chemical smell in Ajwa Road at night. It's been a week.,Pollution,Ajwa Road,Social Media,High,Negative
Help needed: Bad road condition near Waghodia Road school. Calling municipal corporation.,Roads,Waghodia Road,Social Media,Medium,Negative
Report: Street lights not working in Karelibaug. Please resolve asap.,Street Lights,Karelibaug,WhatsApp,Medium,Negative
Complaint: Huge potholes in Nandesari main road. Please resolve asap.,Roads,Nandesari,Social Media,Medium,Negative
Dead animal near Sayajigunj needs removal.,Sanitation,Sayajigunj,Official App,Medium,Negative
Complaint: Street lights not working in Harni.,Street Lights,Harni,Social Media,Medium,Negative
Stray cattle blocking traffic at Manjalpur.,Stray Animals,Manjalpur,News Headline,Medium,Negative
Ganda paani aa raha hai Harni me. Very dangerous situation.,Water Supply,Harni,Social Media,High,Negative
Street lights not working in Vasna Road.,Street Lights,Vasna Road,WhatsApp,Medium,Negative
Help needed: Eyes burning due to smoke in Nyay Mandir. Very dangerous situation.,Pollution,Nyay Mandir,WhatsApp,High,Negative
Urgent: Factory releasing black smoke near Gotri. It is very annoying.,Pollution,Gotri,Social Media,High,Negative
"Urgent: Andhera hai Ajwa Road me, lights fix karo. Please resolve asap.",Street Lights,Ajwa Road,WhatsApp,High,Negative
Report: Yellow water coming from tap in Nyay Mandir. Calling municipal corporation.,Water Supply,Nyay Mandir,WhatsApp,High,Negative
Low pressure water in Gotri.,Water Supply,Gotri,News Headline,High,Negative
Contaminated water supply in Ajwa Road. Very dangerous situation.,Water Supply,Ajwa Road,WhatsApp,High,Negative
Report: Garbage not collected in Tarsali for 3 days. It's been a week.,Sanitation,Tarsali,Social Media,Medium,Negative
Please check: Dust pollution is unbearable in Mandvi. Authorities please take note.,Pollution,Mandvi,WhatsApp,High,Negative
Dustbins are overflowing at Akota.,Sanitation,Akota,Official App,Medium,Negative
Action required: Ganda paani aa raha hai Kala Ghoda me. Please resolve asap.,Water Supply,Kala Ghoda,Social Media,High,Negative
Alert: Bad road condition near Alkapuri school. VMC please help.,Roads,Alkapuri,WhatsApp,Medium,Negative
"Andhera hai Kala Ghoda me, lights fix karo.",Street Lights,Kala Ghoda,News Headline,Medium,Negative
Please check: Water is not draining in Nandesari. VMC please help.,Waterlogging,Nandesari,Social Media,High,Negative
Urgent: Sayajigunj is completely dark at night. It's been a week.,Street Lights,Sayajigunj,Social Media,High,Negative
Gadde hi gadde hai Kala Ghoda ke road par.,Roads,Kala Ghoda,News Headline,Medium,Negative
Report: Ganda paani aa raha hai Nandesari me. It's been a week.,Water Supply,Nandesari,WhatsApp,High,Negative
Resurfacing needed for Nyay Mandir street.,Roads,Nyay Mandir,Official App,Medium,Negative
Report: Ganda paani aa raha hai Nandesari me. Authorities please take note.,Water Supply,Nandesari,Social Media,High,Negative
Very unhygienic conditions in Subhanpura vegetable market.,Sanitation,Subhanpura,Official App,Medium,Negative
Garbage not collected in Makarpura for 3 days.,Sanitation,Makarpura,News Headline,Medium,Negative
Alert: Blinkering street lights at Vasna Road crossroad. Authorities please take note.,Street Lights,Vasna Road,Social Media,Medium,Negative
Blinkering street lights at Makarpura crossroad.,Street Lights,Makarpura,Official App,Medium,Negative
Garbage not collected in Alkapuri for 3 days. VMC please help.,Sanitation,Alkapuri,WhatsApp,Medium,Negative
Complaint: Huge potholes in Alkapuri main road. VMC please help.,Roads,Alkapuri,WhatsApp,Medium,Negative
Cleaning not done in Kala Ghoda society. Calling municipal corporation.,Sanitation,Kala Ghoda,WhatsApp,Medium,Negative
Cows sitting in the middle of Nandesari road.,Stray Animals,Nandesari,News Headline,Medium,Negative
"Alert: Andhera hai Alkapuri me, lights fix karo. Authorities please take note.",Street Lights,Alkapuri,WhatsApp,Medium,Negative
Heavy rain caused flooding near Sama. VMC please help.,Waterlogging,Sama,WhatsApp,High,Negative
Report: Water logging issue at Nyay Mandir circle. Please resolve asap.,Waterlogging,Nyay Mandir,Social Media,High,Negative
Huge potholes in Makarpura main road.,Roads,Makarpura,Official App,Medium,Negative
Action required: Street lights not working in Alkapuri. Calling municipal corporation.,Street Lights,Alkapuri,WhatsApp,Medium,Negative
Please check: Blinkering street lights at Nandesari crossroad. VMC please help.,Street Lights,Nandesari,WhatsApp,Medium,Negative
Report: Gadde hi gadde hai Nyay Mandir ke road par. It's been a week.,Roads,Nyay Mandir,Social Media,Medium,Negative
Please check: Contaminated water supply in Nyay Mandir. Very dangerous situation.,Water Supply,Nyay Mandir,Social Media,High,Negative
Street lights not working in Makarpura.,Street Lights,Makarpura,Official App,Medium,Negative
Factory releasing black smoke near Gotri.,Pollution,Gotri,News Headline,High,Negative
Help needed: Too many stray dogs in Tarsali attacking people. VMC please help.,Stray Animals,Tarsali,Social Media,Medium,Negative
Very unhygienic conditions in Gorwa vegetable market. Very dangerous situation.,Sanitation,Gorwa,Social Media,Medium,Negative
Dead animal near Ajwa Road needs removal. Authorities please take note.,Sanitation,Ajwa Road,Social Media,Medium,Negative
Complaint: Factory releasing black smoke near Mandvi. It's been a week.,Pollution,Mandvi,Social Media,High,Negative
Help needed: Barish ka paani Nyay Mandir me bhar gaya hai. It's been a week.,Waterlogging,Nyay Mandir,Social Media,High,Negative
Alert: Ganda paani aa raha hai Tarsali me. Very dangerous situation.,Water Supply,Tarsali,Social Media,High,Negative
Resurfacing needed for Kala Ghoda street.,Roads,Kala Ghoda,News Headline,Medium,Negative
Barish ka paani Nandesari me bhar gaya hai.,Waterlogging,Nandesari,Official App,High,Negative
Gadde hi gadde hai Tarsali ke road par.,Roads,Tarsali,Official App,Medium,Negative
Urgent: Street lights not working in Sama. It is very annoying.,Street Lights,Sama,WhatsApp,High,Negative
Help needed: Garbage not collected in Subhanpura for 3 days.,Sanitation,Subhanpura,WhatsApp,Medium,Negative
Stray animal menace in Akota.,Stray Animals,Akota,Official App,Medium,Negative
Please check: Huge potholes in Nyay Mandir main road. It's been a week.,Roads,Nyay Mandir,Social Media,Medium,Negative
Report: Gadde hi gadde hai Vasna Road ke road par. It is very annoying.,Roads,Vasna Road,Social Media,Medium,Negative
Urgent: Gadde hi gadde hai Alkapuri ke road par. Authorities please take note.,Roads,Alkapuri,Social Media,High,Negative
Bad road condition near Nyay Mandir school.,Roads,Nyay Mandir,News Headline,Medium,Negative
Yellow water coming from tap in Makarpura.,Water Supply,Makarpura,Official App,High,Negative
Help needed: Resurfacing needed for Sayajigunj street. Authorities please take note.,Roads,Sayajigunj,Social Media,Medium,Negative
Waghodia Road me bahut chemical ki badboo aa rahi hai.,Pollution,Waghodia Road,News Headline,High,Negative
Help needed: Cows sitting in the middle of Vasna Road road. Very dangerous situation.,Stray Animals,Vasna Road,Social Media,Medium,Negative
Subhanpura is completely dark at night. Please resolve asap.,Street Lights,Subhanpura,Social Media,Medium,Negative
Report: Gadde hi gadde hai Makarpura ke road par. It's been a week.,Roads,Makarpura,Social Media,Medium,Negative
Complaint: Contaminated water supply in Mandvi.,Water Supply,Mandvi,Social Media,High,Negative
Complaint: Gadde hi gadde hai Raopura ke road par. Please resolve asap.,Roads,Raopura,Social Media,Medium,Negative
Water is not draining in Fatehgunj.,Waterlogging,Fatehgunj,Social Media,High,Negative
Please check: Stray cattle blocking traffic at Alkapuri. #Vadodara #VMC,Stray Animals,Alkapuri,WhatsApp,Medium,Negative
Contaminated water supply in Nyay Mandir.,Water Supply,Nyay Mandir,Official App,High,Negative
Report: Huge potholes in Vasna Road main road. It's been a week.,Roads,Vasna Road,Social Media,Medium,Negative
Dustbins are overflowing at Tarsali. Please resolve asap.,Sanitation,Tarsali,Social Media,Medium,Negative
Urgent: No water supply in Akota since morning. #Vadodara #VMC,Water Supply,Akota,Social Media,High,Negative
Alert: Huge potholes in Vasna Road main road. VMC please help.,Roads,Vasna Road,Social Media,Medium,Negative
Help needed: Huge potholes in Nandesari main road. #Vadodara #VMC,Roads,Nandesari,Social Media,Medium,Negative
Terrible chemical smell in Fatehgunj at night. Calling municipal corporation.,Pollution,Fatehgunj,Social Media,High,Negative
"Alkapuri road is full of potholes, very dangerous for bikers.",Roads,Alkapuri,Official App,Medium,Negative
Action required: Dust pollution is unbearable in Akota.,Pollution,Akota,WhatsApp,High,Negative
Contaminated water supply in Raopura.,Water Supply,Raopura,News Headline,High,Negative
Gadde hi gadde hai Harni ke road par.,Roads,Harni,Official App,Medium,Negative
Very unhygienic conditions in Gorwa vegetable market.,Sanitation,Gorwa,News Headline,Medium,Negative
Help needed: Factory releasing black smoke near Karelibaug. It is very annoying.,Pollution,Karelibaug,Social Media,High,Negative
Action required: Factory releasing black smoke near Fatehgunj. It's been a week.,Pollution,Fatehgunj,Social Media,High,Negative
Urgent: Makarpura me bahut chemical ki badboo aa rahi hai. VMC please help.,Pollution,Makarpura,Social Media,High,Negative
Please check: No water supply in Gotri since morning. #Vadodara #VMC,Water Supply,Gotri,WhatsApp,High,Negative
Alert: Street lights not working in Fatehgunj. #Vadodara #VMC,Street Lights,Fatehgunj,Social Media,Medium,Negative
Help needed: Water is not draining in Waghodia Road. Very dangerous situation.,Waterlogging,Waghodia Road,WhatsApp,High,Negative
Low pressure water in Kala Ghoda.,Water Supply,Kala Ghoda,Official App,High,Negative
Help needed: Subhanpura me bahut chemical ki badboo aa rahi hai. Very dangerous situation.,Pollution,Subhanpura,WhatsApp,High,Negative
Please check: Waghodia Road is completely dark at night. It is very annoying.,Street Lights,Waghodia Road,Social Media,Medium,Negative
Alert: Vishwamitri river water entering Harni low lying areas. Calling municipal corporation.,Waterlogging,Harni,WhatsApp,High,Negative
Help needed: Ganda paani aa raha hai Mandvi me. Please resolve asap.,Water Supply,Mandvi,Social Media,High,Negative
Garbage not collected in Makarpura for 3 days.,Sanitation,Makarpura,Official App,Medium,Negative
Low pressure water in Harni. Calling municipal corporation.,Water Supply,Harni,Social Media,High,Negative
Complaint: Low pressure water in Sama. Please resolve asap.,Water Supply,Sama,WhatsApp,High,Negative
Please check: Blinkering street lights at Sama crossroad. Please resolve asap.,Street Lights,Sama,WhatsApp,Medium,Negative
Low pressure water in Gotri.,Water Supply,Gotri,Official App,High,Negative
Urgent: No water supply in Subhanpura since morning. Please resolve asap.,Water Supply,Subhanpura,WhatsApp,High,Negative
Kachra pada hai Gorwa main road pe.,Sanitation,Gorwa,Official App,Medium,Negative
Please check: Water is not draining in Fatehgunj. It is very annoying.,Waterlogging,Fatehgunj,WhatsApp,High,Negative
Yellow water coming from tap in Gotri.,Water Supply,Gotri,Official App,High,Negative
Please check: Road surface is damaged at Gotri. It's been a week.,Roads,Gotri,WhatsApp,Medium,Negative
Air quality is very bad in Subhanpura.,Pollution,Subhanpura,Official App,High,Negative
Please check: Cleaning not done in Alkapuri society. It's been a week.,Sanitation,Alkapuri,WhatsApp,Medium,Negative
Urgent: Unfinished road work in Raopura causing dust. It is very annoying.,Roads,Raopura,WhatsApp,High,Negative
"Please check: Andhera hai Nandesari me, lights fix karo. Very dangerous situation.",Street Lights,Nandesari,Social Media,Medium,Negative
Please check: Stray animal menace in Karelibaug. Calling municipal corporation.,Stray Animals,Karelibaug,Social Media,Medium,Negative
Complaint: Very unhygienic conditions in Sama vegetable market. #Vadodara #VMC,Sanitation,Sama,Social Media,Medium,Negative
Low pressure water in Tarsali.,Water Supply,Tarsali,Official App,High,Negative
Dead animal near Mandvi needs removal.,Sanitation,Mandvi,Official App,Medium,Negative
Waterlogging near Kala Ghoda is causing huge traffic jams.,Waterlogging,Kala Ghoda,Official App,High,Negative
Road surface is damaged at Akota.,Roads,Akota,Official App,Medium,Negative
Water logging issue at Gotri circle.,Waterlogging,Gotri,News Headline,High,Negative
Alert: Vishwamitri river water entering Tarsali low lying areas.,Waterlogging,Tarsali,WhatsApp,High,Negative
foul smell coming from garbage dump in Akota. It's been a week.,Sanitation,Akota,WhatsApp,Medium,Negative
